1, 0.0, 2.0
8, 46.0, 7.0
14, 45.1, 7.0
21, 46.8, 7.0
27, 46.2, 7.0
34, 47.3, 7.0
40, 45.6, 0.0
46, 39.6, 0.0
52, 35.0, 0.0
58, 32.0, 0.0
64, 28.9, 0.0
69, 26.4, 0.0
74, 24.6, 0.0
79, 23.0, 0.0
84, 21.4, 0.0
90, 20.2, 0.0
95, 19.2, 0.0
100, 18.2, 0.0
105, 17.3, 0.0
111, 16.4, 0.0
117, 15.5, 0.0
123, 14.8, 0.0
130, 15.5, 7.5
136, 16.9, 7.5
143, 18.3, 7.5
149, 19.4, 7.5
156, 20.6, 7.5
163, 21.5, 7.5
168, 21.0, 0.0
174, 20.2, 0.0
179, 19.7, 0.0
184, 19.1, 0.0
189, 18.5, 0.0
195, 18.1, 0.0
200, 17.6, 0.0
205, 17.2, 0.0
211, 16.8, 0.0
216, 16.3, 0.0
222, 15.9, 0.0
228, 15.4, 0.0
235, 15.5, 8.5
242, 16.3, 8.5
248, 17.1, 8.5
255, 17.8, 8.5
262, 18.5, 8.5
268, 19.1, 8.5
274, 18.9, 0.0
279, 18.5, 0.0
284, 18.2, 0.0
289, 17.9, 0.0
294, 17.6, 0.0
300, 17.2, 0.0
305, 17.0, 0.0
311, 16.7, 0.0
316, 16.4, 0.0
322, 16.1, 0.0
329, 15.8, 0.0
335, 15.5, 0.0
341, 15.2, 0.0
347, 14.9, 0.0
353, 14.7, 0.0
359, 14.5, 9.7
366, 15.0, 9.7
372, 15.6, 9.7
378, 16.3, 9.7
384, 17.4, 9.7
390, 18.5, 9.7
396, 19.5, 9.7
402, 19.6, 0.0
407, 19.4, 0.0
412, 19.1, 0.0
417, 18.9, 0.0
423, 18.6, 0.0
429, 18.4, 0.0
435, 18.1, 0.0
441, 17.9, 0.0
447, 17.6, 0.0
453, 17.4, 0.0
459, 17.2, 0.0
466, 17.5, 6.3
472, 17.8, 6.3
479, 18.2, 6.3
485, 18.6, 6.3
491, 19.0, 0.0
496, 18.8, 0.0
501, 18.6, 0.0
506, 18.4, 0.0
512, 18.2, 0.0
517, 18.0, 0.0
522, 17.8, 0.0
528, 17.7, 0.0
534, 17.4, 0.0
540, 17.2, 0.0
546, 17.1, 0.0
552, 16.9, 0.0
558, 16.7, 0.0
564, 16.5, 0.0
570, 16.3, 0.0
577, 16.4, 6.7
584, 16.7, 6.7
590, 17.4, 6.7
596, 18.1, 6.7
602, 18.8, 6.7
608, 19.5, 6.7
613, 19.9, 0.0
618, 19.7, 0.0
623, 19.5, 0.0
629, 19.4, 0.0
635, 19.2, 0.0
641, 19.0, 0.0
647, 18.8, 0.0
653, 18.7, 0.0
659, 18.5, 0.0
665, 18.3, 0.0
671, 18.2, 0.0
677, 18.0, 0.0
683, 17.9, 0.0
689, 17.7, 0.0
694, 17.6, 0.0
699, 17.4, 0.0
705, 17.7, 7.4
711, 18.3, 7.4
717, 18.9, 7.4
723, 19.4, 7.4
730, 19.7, 7.4
736, 19.8, 0.0
742, 19.7, 0.0
748, 19.5, 0.0
754, 19.4, 0.0
760, 19.2, 0.0
766, 19.1, 0.0
772, 18.9, 0.0
778, 18.8, 0.0
784, 18.6, 0.0
789, 18.5, 0.0
794, 18.4, 0.0
799, 18.3, 0.0
804, 18.2, 0.0
809, 18.0, 0.0
815, 17.9, 0.0
820, 17.8, 0.0
826, 17.8, 7.7
833, 18.0, 7.7
839, 18.2, 7.7
847, 18.4, 7.7
854, 18.5, 7.7
861, 18.6, 7.7
868, 18.6, 0.0
874, 18.4, 0.0
881, 18.3, 0.0
887, 18.2, 0.0
894, 18.0, 0.0
900, 17.9, 0.0
906, 17.8, 0.0
912, 17.7, 0.0
918, 17.5, 0.0
924, 17.4, 0.0
